customer_id,age,income_proxy,employment_type,credit_score_band,acquisition_channel,loan_product,loan_amount,tenure_months,interest_rate,origination_risk_grade,repayment_behavior,delinquency_status,partial_payment_flag,cashflow_volatility,acquisition_cost,approval_turnaround_days,origination_date,default_indicator,customer_lifetime_value
8176,37,Low,Self-employed,Fair,Partner referral,BNPL,6773.274915198973,6,0.17,D,On time,0,0,Medium,25,2.1323711860920973,2030-12-15,0,339.77804205838675
8177,26,Medium,Salaried,Poor,Partner referral,SME working capital,124261.6191251199,6,0.24,E,Default,1,1,Low,25,2.1706464159277283,2035-09-01,1,-78141.3135343065
8178,37,Medium,Salaried,Good,Direct mail,BNPL,20310.362203947498,3,0.13,C,On time,0,0,Low,15,3.198852116627859,2049-05-19,0,441.63836900469323
8179,22,Medium,Salaried,Good,Partner referral,BNPL,7027.823930591836,3,0.13,C,Late 15-30 days,0,0,Low,25,5.565651021976977,2025-09-23,0,152.8164129813249
8180,58,Medium,Salaried,Good,Direct mail,SME working capital,83243.71325631072,12,0.15,C,Default,1,1,Medium,15,3.4621645834447006,2042-07-11,1,-51353.06767342263
8181,60,Low,Salaried,Poor,Digital ad,Personal loan,25635.156298022503,6,0.24,E,Default,1,1,High,8,0.5540078223270359,2059-12-31,1,-16120.543091972173
8182,40,Medium,Business,Poor,Digital ad,BNPL,18494.152952504377,3,0.22,E,On time,0,0,Low,8,1.5334024631465704,2062-09-26,0,682.2252466905557
8183,58,Low,Self-employed,Good,Digital ad,Personal loan,25718.31947958004,12,0.15,C,On time,0,0,High,8,1.3519692789910236,2042-11-03,0,2137.185871385682
8184,38,High,Business,Good,Direct mail,Personal loan,295658.5819156841,24,0.16999999999999998,C,Late 1-15 days,0,0,Low,15,6.502353753375851,2052-04-20,0,55174.13055356452
8185,47,Low,Salaried,Good,Partner referral,Personal loan,25557.101116171565,12,0.15,C,Default,1,1,Medium,25,6.535542565447537,2040-07-18,1,-15766.182115329502
8186,43,Low,Salaried,Good,Partner referral,SME working capital,41234.86644912928,12,0.15,C,On time,0,0,High,25,6.972626818317201,2044-04-27,0,3426.607016586975
8187,29,High,Salaried,Good,Direct mail,BNPL,28765.069096619565,3,0.13,C,On time,0,0,Low,15,3.492309009610517,2040-02-11,0,625.4816173425606
8188,54,Medium,Self-employed,Excellent,Digital ad,SME working capital,305473.5882448851,12,0.13,A,Default,2,1,High,8,0.9445813300140934,2048-03-15,1,-191896.27556919423
8189,23,Low,Salaried,Fair,Digital ad,Personal loan,19528.359078221656,6,0.19,D,Default,1,1,High,8,1.9691186219098187,2045-01-20,1,-12573.48982495099
8190,51,Medium,Self-employed,Good,Digital ad,SME working capital,85910.00039202892,12,0.15,C,Default,1,1,High,8,1.9587821958381042,2062-02-21,1,-52997.900878973254
8191,41,Low,Salaried,Fair,Digital ad,SME working capital,88639.79885063996,3,0.19,D,Default,2,1,Low,8,0.8028725366237384,2038-02-14,1,-59226.234556330215
8192,39,Low,Salaried,Fair,Digital ad,BNPL,22782.390884288092,3,0.17,D,On time,0,0,Medium,8,1.1987587964861557,2058-11-02,0,648.5277851153296
8193,31,Low,Salaried,Fair,App store,Personal loan,8656.206515456477,6,0.19,D,On time,0,0,Low,5,1.333604933458615,2043-07-20,0,485.9769210291943
8194,45,Medium,Self-employed,Good,Partner referral,Personal loan,112251.83453219748,12,0.15,C,On time,0,0,High,25,6.579813652746269,2023-06-06,0,9328.099178090357
8195,25,High,Salaried,Good,Partner referral,Personal loan,281045.7381301363,24,0.16999999999999998,C,Default,2,1,Low,25,2.6161662543534048,2050-01-07,1,-144284.852307627
8196,58,Medium,Salaried,Good,Partner referral,SME working capital,110846.61417724848,12,0.15,C,Default,1,1,Low,25,3.383381145211549,2031-06-13,1,-68381.3042035637
8197,25,Medium,Business,Good,Digital ad,BNPL,22291.987432699032,3,0.13,C,Default,2,1,Medium,8,0.9015315087618929,2051-07-18,1,-15119.66341355739
8198,34,Low,Self-employed,Poor,App store,SME working capital,48456.12347119922,6,0.24,E,Default,2,1,High,5,1.893880326802973,2027-04-02,1,-30471.397069174425
8199,46,Medium,Salaried,Poor,App store,Personal loan,138804.84777731396,6,0.24,E,On time,0,0,Low,5,0.7400675572313963,2047-01-09,0,9876.641455740551
8200,34,High,Salaried,Fair,Direct mail,Personal loan,117154.80778384361,3,0.19,D,Default,1,1,Low,15,4.774201618705848,2062-12-20,1,-78279.03735318108
8201,39,Low,Salaried,Fair,Digital ad,SME working capital,94986.12432050299,3,0.19,D,On time,0,0,Low,8,1.4422837386679062,2024-05-10,0,3023.6439187846554
8202,45,High,Salaried,Excellent,Direct mail,Personal loan,135191.41780586579,24,0.15,A,On time,0,0,Low,15,4.132554623064496,2029-05-10,0,22128.070853046345
8203,23,Medium,Self-employed,Good,Digital ad,SME working capital,84941.56358696014,12,0.15,C,On time,0,0,Low,8,0.5214024819161722,2025-07-01,0,7058.622540854456
8204,54,High,Salaried,Excellent,Partner referral,BNPL,18290.297647382806,3,0.11,A,On time,0,0,Medium,25,2.480891210224401,2047-10-06,0,336.3420371991997
8205,40,Medium,Business,Poor,Partner referral,Personal loan,101319.56497374477,3,0.24,E,On time,0,0,Low,25,3.7482464129333914,2023-06-01,0,4079.532765103897
8206,30,Medium,Salaried,Good,Digital ad,Personal loan,49706.11628325937,12,0.15,C,Late 1-15 days,0,0,Low,8,1.759816410617935,2059-05-02,0,4130.565744250198
8207,49,Medium,Salaried,Fair,App store,BNPL,26527.659841128763,6,0.17,D,Default,2,1,Medium,5,0.8932939836481419,2054-02-26,1,-17238.61473411853
8208,56,Medium,Business,Poor,App store,Personal loan,125253.28634448194,3,0.24,E,Default,2,1,High,5,0.8713772025886091,2051-01-17,1,-82634.09989332939
8209,60,Low,Salaried,Good,App store,BNPL,9912.198153436355,3,0.13,C,Late 1-15 days,0,0,High,5,1.9906761002828177,2027-10-05,0,215.53564539012223
8210,31,High,Business,Fair,Digital ad,BNPL,14406.106215695623,3,0.17,D,Late 1-15 days,0,0,Medium,8,1.7573646973727008,2031-03-21,0,410.08690455945725
8211,22,Low,Self-employed,Poor,Digital ad,Personal loan,40249.1717970071,3,0.24,E,Default,2,1,Medium,8,0.8244248654472413,2048-05-12,1,-26553.82688922307
8212,42,Low,Salaried,Poor,App store,SME working capital,86668.94914731983,6,0.24,E,Default,1,1,Medium,5,0.7721195494668207,2042-01-22,1,-54501.34624586198
8213,30,Medium,Salaried,Good,Digital ad,Personal loan,124533.72034212161,12,0.15,C,On time,0,0,High,8,1.5072727516370605,2060-01-10,0,10348.72079560248
8214,36,Medium,Salaried,Good,Partner referral,Personal loan,58490.25923511067,12,0.15,C,On time,0,0,Low,25,4.693298342148482,2030-11-23,0,4860.5258111913645
8215,56,High,Business,Good,Partner referral,SME working capital,812254.4354472313,12,0.15,C,Default,2,1,Low,25,2.505735996148004,2033-03-09,1,-501079.9658002666
8216,26,Medium,Salaried,Fair,Digital ad,Personal loan,104075.42935893309,6,0.19,D,On time,0,0,Low,8,0.6877391678922173,2042-07-07,0,5843.004857189284
8217,43,Low,Salaried,Poor,Direct mail,BNPL,16734.598288173693,3,0.22,E,Default,1,1,Medium,15,4.69967744009114,2025-06-07,1,-11096.901237909038
8218,44,Medium,Salaried,Poor,Digital ad,SME working capital,339985.54051512195,3,0.24,E,On time,0,0,Low,8,1.312829282195835,2037-12-24,0,13689.183846697444
8219,28,Low,Self-employed,Good,Partner referral,BNPL,18744.90424864789,6,0.13,C,On time,0,0,Medium,25,5.7006615150991635,2031-10-07,0,717.1257639555843
8220,44,Medium,Salaried,Excellent,Digital ad,Personal loan,133592.23192145347,24,0.15,A,On time,0,0,Low,8,0.9104588201731711,2049-07-19,0,21866.316822119028
8221,46,Medium,Salaried,Excellent,Digital ad,BNPL,23065.467904499346,3,0.11,A,Default,1,1,Low,8,1.1206273927104682,2036-03-16,1,-15721.674432225995
8222,48,Low,Business,Good,Digital ad,Personal loan,7028.788902675043,12,0.15,C,On time,0,0,Medium,8,1.968058162218754,2035-11-18,0,584.0905875547842
8223,27,Medium,Salaried,Excellent,Partner referral,SME working capital,148406.32107506072,12,0.13,A,On time,0,0,Low,25,6.611722654781676,2023-12-10,0,10656.658486870816
8224,55,Medium,Salaried,Good,App store,BNPL,19056.53686147334,3,0.13,C,Default,1,1,Medium,5,1.428814984764465,2034-04-29,1,-12925.201220546389
8225,30,Medium,Self-employed,Excellent,Direct mail,Personal loan,79786.96152598699,12,0.13,A,On time,0,0,High,15,5.762889141347802,2052-07-17,0,5729.286963845021
8226,54,Medium,Self-employed,Good,Partner referral,Personal loan,144436.73161858856,24,0.16999999999999998,C,On time,0,0,High,25,6.456712986394272,2031-09-24,0,26953.965061385592
8227,27,Low,Salaried,Fair,Direct mail,Personal loan,31262.81202918155,6,0.19,D,Default,2,1,Medium,15,4.831971681274511,2035-05-20,1,-20128.810996037133
8228,58,Low,Salaried,Poor,Direct mail,BNPL,28014.362687907476,6,0.22,E,Default,1,1,High,15,6.8692261910743495,2029-02-01,1,-17785.256702710183
8229,52,Low,Salaried,Fair,Partner referral,BNPL,7764.903222665995,3,0.17,D,On time,0,0,High,25,3.3335829850011898,2028-10-22,0,221.0371823662881
8230,55,Low,Salaried,Fair,Partner referral,SME working capital,91820.91949462995,3,0.19,D,Default,1,1,Medium,25,2.8525556954029696,2041-10-11,1,-61351.75604730746
8231,50,Medium,Self-employed,Good,Direct mail,SME working capital,222713.95274873197,12,0.15,C,On time,0,0,Medium,15,4.631911629168528,2051-06-08,0,18507.473381103686
8232,35,High,Salaried,Excellent,Partner referral,BNPL,7994.120456339276,3,0.11,A,On time,0,0,Medium,25,4.129828481745179,2049-06-22,0,147.00464758623912
8233,57,Medium,Self-employed,Good,Digital ad,Personal loan,73778.55474132817,24,0.16999999999999998,C,On time,0,0,Medium,8,1.215054812666074,2047-05-28,0,13768.136155480242
8234,57,Medium,Salaried,Poor,Direct mail,BNPL,29127.203878607284,6,0.22,E,Default,1,1,Medium,15,2.4824357311224183,2055-06-21,1,-18491.75738118141
8235,36,Medium,Self-employed,Fair,Digital ad,BNPL,28865.419594642433,6,0.17,D,Late 1-15 days,0,0,High,8,1.9553732202125944,2043-03-03,0,1448.0197357784673
8236,29,Medium,Salaried,Excellent,Direct mail,Personal loan,27747.40091152875,6,0.13,A,Default,2,1,Low,15,4.79028529299476,2063-11-11,1,-18361.645416950116
8237,47,High,Business,Good,Direct mail,Personal loan,222963.76566120845,12,0.15,C,On time,0,0,Low,15,6.253985281010893,2035-12-18,0,18528.23277121308
8238,57,High,Salaried,Good,Direct mail,BNPL,27181.3812354494,3,0.13,C,On time,0,0,Low,15,5.415735259581323,2027-01-05,0,591.0451401888604
8239,42,Medium,Self-employed,Excellent,Digital ad,BNPL,2910.545247320015,6,0.11,A,On time,0,0,Medium,8,0.7703114873492987,2035-07-30,0,94.09002675106376
8240,49,Low,Salaried,Poor,App store,BNPL,28794.196242237802,6,0.22,E,On time,0,0,High,5,1.1218179666870487,2032-10-05,0,1875.5939106925034
8241,25,Medium,Salaried,Fair,Partner referral,SME working capital,181694.88213335478,3,0.19,D,On time,0,0,Low,25,2.20124327634238,2038-12-28,0,5783.798732361058
8242,37,Low,Self-employed,Poor,Direct mail,Personal loan,10166.444921839106,3,0.24,E,Late 1-15 days,0,0,Low,15,4.488506689508789,2023-10-11,0,409.3419190460809
8243,43,Medium,Salaried,Excellent,Partner referral,Personal loan,62642.90742144341,12,0.13,A,On time,0,0,Medium,25,2.8732537537956313,2061-01-30,0,4498.218581116555
8244,33,High,Salaried,Excellent,Digital ad,BNPL,24628.554303591147,3,0.11,A,Default,1,1,Low,8,0.5157962751822114,2039-11-28,1,-16787.091165921138
8245,37,Low,Self-employed,Fair,Digital ad,SME working capital,99875.19909132786,3,0.19,D,On time,0,0,Low,8,1.586383893581819,2051-03-05,0,3179.2752944728563
8246,59,High,Self-employed,Excellent,Digital ad,Personal loan,153523.87633330608,12,0.13,A,On time,0,0,High,8,1.8158293127740799,2034-05-14,0,11024.136356275238
8247,58,High,Salaried,Excellent,Partner referral,Personal loan,355025.2708261047,6,0.13,A,Late 15-30 days,0,1,Low,25,5.153344168879293,2062-09-14,0,13582.238948116894
8248,50,High,Salaried,Excellent,Digital ad,Personal loan,470123.7059078809,12,0.13,A,On time,0,0,Medium,8,0.7545337380959338,2047-08-21,0,33758.318002563145
8249,39,Medium,Salaried,Excellent,Partner referral,Personal loan,137463.96715896303,6,0.13,A,Late 15-30 days,0,1,Low,25,3.7841469551123055,2043-03-13,0,5258.973380584066
8250,31,Low,Business,Fair,Partner referral,BNPL,12734.031616828108,3,0.17,D,On time,0,0,Low,25,2.7614679149680583,2046-05-22,0,362.4893173852779
8251,60,Medium,Salaried,Good,Digital ad,BNPL,26241.673130380284,3,0.13,C,On time,0,0,High,8,0.9428069363702051,2061-02-22,0,570.6116712681287
8252,39,Medium,Self-employed,Fair,Digital ad,BNPL,7364.454005823572,3,0.17,D,On time,0,0,High,8,1.2259938889790236,2046-12-30,0,209.63792032355468
8253,22,Low,Salaried,Poor,Digital ad,Personal loan,33445.496188954414,3,0.24,E,On time,0,0,Medium,8,1.0309452620526396,2031-08-28,0,1346.6500530608682
8254,60,Medium,Salaried,Poor,Direct mail,Personal loan,99749.97780508087,3,0.24,E,Default,1,1,High,15,5.821361068101212,2030-03-15,1,-65808.64958411192
8255,42,Medium,Salaried,Good,Partner referral,Personal loan,122860.56291964515,12,0.15,C,On time,0,0,High,25,4.1233735808495044,2055-06-12,0,10209.68183519294
8256,22,Low,Self-employed,Poor,Digital ad,Personal loan,15304.824821577846,3,0.24,E,Default,1,1,Low,8,0.6778856772234727,2057-12-13,1,-10097.143636438304
8257,36,Medium,Salaried,Fair,Partner referral,Personal loan,103606.43060327775,3,0.19,D,On time,0,0,Low,25,4.882177037808122,2051-06-17,0,3298.049647583801
8258,25,Low,Salaried,Poor,Partner referral,BNPL,19091.898048766197,6,0.22,E,Default,2,1,High,25,4.358643637627398,2026-04-18,1,-12120.722199611151
8259,41,Medium,Salaried,Good,Digital ad,BNPL,4358.2640966567305,6,0.13,C,Default,2,1,High,8,0.8702646408743451,2060-06-13,1,-2884.0503019144326
8260,31,Medium,Salaried,Fair,Digital ad,Personal loan,66323.9964396425,6,0.19,D,Default,2,1,Medium,8,1.4032167831620117,2050-10-31,1,-42703.23436002036
8261,44,Low,Salaried,Good,Partner referral,Personal loan,14334.712119740228,12,0.15,C,On time,0,0,High,25,3.3979082923877764,2024-09-08,0,1191.2109668368666
8262,55,High,Salaried,Excellent,Digital ad,Personal loan,499836.79123440286,24,0.15,A,On time,0,0,Medium,8,1.4617185347570651,2031-07-12,0,81813.0626255945
8263,54,Low,Self-employed,Good,Digital ad,BNPL,29736.79213276009,6,0.13,C,On time,0,0,Low,8,0.8612682784043216,2056-03-13,0,1137.6435693093626
8264,55,Medium,Salaried,Good,Digital ad,BNPL,9068.104625097681,6,0.13,C,On time,0,0,Low,8,0.5205666646193108,2043-06-26,0,346.91942784244566
8265,60,Medium,Salaried,Excellent,Digital ad,SME working capital,297343.20754691376,6,0.13,A,Late 1-15 days,0,0,High,8,1.728386642772176,2048-07-18,0,11375.490215398953
8266,31,Medium,Business,Fair,Digital ad,BNPL,24860.956352649515,6,0.17,D,On time,0,0,Low,8,1.3441174879978526,2030-06-21,0,1247.137784743838
8267,41,Low,Salaried,Fair,Direct mail,Personal loan,47115.655063689446,3,0.19,D,On time,0,0,High,15,4.857579497865143,2056-03-29,0,1499.8081554753007
8268,22,High,Business,Good,Partner referral,Personal loan,151668.53345744667,12,0.15,C,On time,0,0,Low,25,2.0190317362177734,2059-10-16,0,12603.616931363154
8269,34,High,Salaried,Excellent,Direct mail,Personal loan,367038.4152365058,12,0.13,A,Late 1-15 days,0,0,High,15,2.7832076178246306,2050-02-03,0,26356.04072928551
8270,22,Medium,Salaried,Fair,App store,Personal loan,50735.72272819758,6,0.19,D,Default,1,1,Medium,5,1.1185952376513064,2026-09-19,1,-32666.599939569496
8271,26,Medium,Salaried,Good,App store,SME working capital,255856.33742974413,24,0.16999999999999998,C,On time,0,0,Low,5,1.9481223167114143,2049-03-12,0,47746.46104584017
8272,37,Low,Salaried,Good,Digital ad,Personal loan,44247.99228354443,24,0.16999999999999998,C,On time,0,0,High,8,1.5839453803911718,2044-05-08,0,8257.309790120067
8273,36,Medium,Salaried,Good,Partner referral,Personal loan,35155.53641585069,24,0.16999999999999998,C,Default,1,1,Low,25,2.6987832397084164,2054-08-26,1,-18048.34833399137
8274,49,Medium,Salaried,Poor,Partner referral,SME working capital,250173.38557615262,3,0.24,E,On time,0,0,Medium,25,4.2533278882493875,2059-09-21,0,10072.985643783148
8275,52,Medium,Self-employed,Good,Direct mail,SME working capital,222841.5076501978,12,0.15,C,On time,0,0,High,15,4.708746775735586,2027-05-10,0,18518.073161289765
8276,44,Medium,Salaried,Good,Partner referral,Personal loan,46949.5933220666,12,0.15,C,Late 1-15 days,0,0,Low,25,4.003520760155932,2062-11-18,0,3901.49938042774
8277,38,Medium,Salaried,Fair,Digital ad,Personal loan,54694.55869496475,6,0.19,D,Default,2,1,Medium,8,0.7546163637381047,2031-08-07,1,-35215.52806749953
8278,55,Low,Salaried,Fair,Partner referral,Personal loan,28422.5478951801,3,0.19,D,On time,0,0,High,25,5.264953660245063,2037-08-13,0,904.7601922323847
8279,34,Low,Self-employed,Good,Digital ad,BNPL,26093.77872609501,6,0.13,C,Default,1,1,Low,8,1.233315524641665,2024-07-01,1,-17267.372684186845
8280,35,Low,Salaried,Excellent,Direct mail,Personal loan,35383.174594719945,24,0.15,A,On time,0,0,Medium,15,6.716393259172195,2042-06-28,0,5791.502205872275
8281,32,Low,Salaried,Fair,Partner referral,Personal loan,6235.20499343989,3,0.19,D,On time,0,0,Medium,25,5.527075609686134,2054-09-26,0,198.48203930477484
8282,49,Medium,Self-employed,Poor,Partner referral,SME working capital,109703.70168079545,3,0.24,E,On time,0,0,High,25,2.661195629407599,2061-01-04,0,4417.111794508397
8283,53,Medium,Business,Fair,Digital ad,Personal loan,135332.7109143618,3,0.19,D,Default,1,1,High,8,0.9225384055031944,2023-01-27,1,-90424.92180362335
8284,56,Medium,Salaried,Good,Partner referral,Personal loan,106578.96892620175,12,0.15,C,Late 1-15 days,0,0,High,25,4.270836110594636,2025-12-03,0,8856.685474989354
8285,52,Medium,Business,Excellent,Partner referral,Personal loan,27257.855586046782,24,0.15,A,On time,0,0,Low,25,4.792829988052343,2033-09-23,0,4461.553621519739
8286,38,Medium,Salaried,Excellent,Partner referral,Personal loan,99518.23460448188,24,0.15,A,On time,0,0,Low,25,4.834024750179002,2041-01-30,0,16289.100168032382
8287,30,Medium,Business,Excellent,Direct mail,BNPL,6720.149656428637,6,0.11,A,On time,0,0,High,15,4.266447613654524,2038-02-20,0,217.2441955770082
8288,31,Medium,Self-employed,Good,Direct mail,SME working capital,327979.9238442223,24,0.16999999999999998,C,On time,0,0,Low,15,6.379202470385176,2041-04-14,0,61205.756382508436
8289,29,Medium,Business,Good,Partner referral,Personal loan,40302.45821321956,12,0.15,C,Default,2,1,Medium,25,3.956052023557508,2037-10-12,1,-24862.596622236233
8290,42,Medium,Self-employed,Poor,Direct mail,SME working capital,96168.08982150436,3,0.24,E,On time,0,0,High,15,5.869007502758088,2046-08-30,0,3872.113678004287
8291,34,Low,Salaried,Poor,Digital ad,Personal loan,34016.30759450217,3,0.24,E,Default,2,1,Low,8,1.024624880264096,2045-02-15,1,-22441.78210251125
8292,26,Low,Salaried,Good,Partner referral,Personal loan,40673.541292447946,24,0.16999999999999998,C,On time,0,0,High,25,3.4307955569760464,2049-04-22,0,7590.26598451758
8293,27,Medium,Salaried,Good,Partner referral,Personal loan,59226.360132036105,24,0.16999999999999998,C,On time,0,0,Low,25,3.7296847764665,2061-12-02,0,11052.487991264512
8294,51,High,Salaried,Good,Digital ad,SME working capital,441072.81015571696,6,0.15,C,On time,0,0,Low,8,1.5152074011711654,2024-03-13,0,19496.680242020637
8295,52,Medium,Salaried,Poor,Digital ad,Personal loan,69598.70456572613,3,0.24,E,On time,0,0,Medium,8,1.0728444440495877,2061-08-02,0,2802.323477782804
8296,38,Medium,Business,Fair,Digital ad,SME working capital,285597.3047899883,6,0.19,D,On time,0,0,Low,8,0.7916559211206118,2037-06-05,0,16034.009654026362
8297,32,Medium,Salaried,Good,Partner referral,BNPL,9335.734582220502,3,0.13,C,On time,0,0,Low,25,4.850098896525333,2028-02-05,0,203.00074183567267
8298,41,Medium,Salaried,Excellent,Digital ad,Personal loan,36018.94431767497,12,0.13,A,On time,0,0,Medium,8,0.7283830299451934,2051-08-04,0,2586.4234479402003
8299,30,Medium,Salaried,Poor,Digital ad,SME working capital,160022.19214537524,3,0.24,E,On time,0,0,Low,8,1.3750497153789296,2057-08-12,0,6443.136389008141
8300,23,High,Self-employed,Fair,Digital ad,BNPL,29048.9286849273,3,0.17,D,On time,0,0,High,8,1.340905534410867,2030-05-30,0,826.9122181114617
8301,58,Low,Salaried,Fair,Partner referral,BNPL,14167.04930772922,6,0.17,D,On time,0,0,High,25,6.8873534983528435,2057-09-10,0,710.6831386281374
8302,22,Medium,Salaried,Fair,Digital ad,SME working capital,228994.0779957443,6,0.19,D,On time,0,0,Low,8,0.7702904137408004,2037-07-31,0,12856.190152069437
8303,25,Low,Business,Poor,App store,BNPL,23344.46912492242,3,0.22,E,Default,1,1,High,5,1.995193212745178,2042-01-18,1,-15479.981286061215
8304,57,Medium,Self-employed,Fair,Direct mail,SME working capital,228595.27628936872,3,0.19,D,Late 1-15 days,0,0,High,15,2.739343622360299,2054-07-24,0,7276.754599261563
8305,46,High,Self-employed,Good,Digital ad,BNPL,20391.735843513743,6,0.13,C,Late 1-15 days,0,0,High,8,1.7700591322077897,2060-09-03,0,780.1287726617811
8306,24,Medium,Self-employed,Good,Partner referral,Personal loan,135043.60815253088,12,0.15,C,On time,0,0,High,25,6.24343310171671,2055-07-28,0,11222.08982564698
8307,30,Medium,Salaried,Excellent,Digital ad,BNPL,12442.926177320136,3,0.11,A,On time,0,0,Medium,8,0.8524582388522789,2047-12-26,0,228.814162562192
8308,43,High,Self-employed,Good,Direct mail,Personal loan,144591.70302178196,6,0.15,C,On time,0,0,High,15,2.3863282153711056,2033-12-25,0,6391.366991018207
8309,44,Medium,Salaried,Good,Digital ad,Personal loan,36807.76931178959,6,0.15,C,Late 1-15 days,0,0,Low,8,0.8113862563605923,2059-10-04,0,1627.0087209426201
8310,33,Medium,Salaried,Fair,Digital ad,BNPL,23914.110872602843,6,0.17,D,Late 1-15 days,0,0,High,8,1.0453793509929292,2024-06-18,0,1199.63974171886
8311,31,High,Salaried,Excellent,Direct mail,BNPL,20337.80670015281,6,0.11,A,On time,0,0,Medium,15,4.1843446601087635,2053-11-05,0,657.4660807068176
8312,55,Medium,Salaried,Good,Digital ad,Personal loan,95809.49546803889,12,0.15,C,Default,2,1,Low,8,1.4602475700250332,2024-08-08,1,-59104.90188463194
8313,31,Medium,Salaried,Fair,Partner referral,Personal loan,141249.71423474356,6,0.19,D,On time,0,0,Low,25,5.017426600400842,2055-09-11,0,7930.044309534889
8314,51,Low,Salaried,Fair,Direct mail,Personal loan,33207.97789721175,6,0.19,D,On time,0,0,High,15,5.752171738841154,2046-11-11,0,1864.3629658414502
8315,43,Low,Salaried,Poor,Direct mail,BNPL,3335.0835728022253,6,0.22,E,On time,0,0,Medium,15,5.492080119132488,2057-01-14,0,217.24039067368312
8316,27,Medium,Salaried,Good,Digital ad,Personal loan,83581.56342021923,6,0.15,C,On time,0,0,High,8,0.5366336894488939,2054-04-18,0,3694.5442534915783
8317,23,Medium,Self-employed,Good,Direct mail,Personal loan,51861.28164137053,12,0.15,C,On time,0,0,High,15,5.8253688943330255,2046-06-08,0,4309.659442713339
8318,51,High,Salaried,Excellent,Digital ad,BNPL,19396.416836023905,6,0.11,A,On time,0,0,Low,8,1.3302003765844583,2040-09-12,0,627.0335019380727
8319,23,High,Business,Excellent,Partner referral,SME working capital,350154.22457994777,24,0.15,A,On time,0,0,High,25,6.7195094404497775,2055-02-23,0,57313.08700471674
8320,53,High,Salaried,Excellent,Partner referral,BNPL,20059.641033651016,6,0.11,A,On time,0,0,High,25,3.419587054241713,2061-04-08,0,648.4737398296311
8321,37,Medium,Self-employed,Good,Digital ad,BNPL,26733.22514185022,3,0.13,C,On time,0,0,Medium,8,1.0109827997021044,2028-03-31,0,581.300216673997
8322,33,High,Self-employed,Excellent,Partner referral,Personal loan,130866.75653010768,24,0.15,A,On time,0,0,Medium,25,3.8373176094252752,2059-04-05,0,21420.21222800536
8323,22,Medium,Business,Poor,Partner referral,SME working capital,146218.09391226817,6,0.24,E,On time,0,0,High,25,5.203213322821991,2045-03-13,0,10404.13005048735
8324,29,Medium,Salaried,Fair,Direct mail,SME working capital,260211.02162683697,3,0.19,D,On time,0,0,Low,15,3.687227646803172,2062-01-10,0,8283.162185752008
8325,34,Medium,Salaried,Poor,Digital ad,SME working capital,270584.0925141417,3,0.24,E,Default,1,1,Medium,8,0.9619953465834503,2028-03-25,1,-178514.06204915536
8326,36,Low,Salaried,Poor,Digital ad,SME working capital,66943.72766690966,3,0.24,E,Default,2,1,Low,8,0.7749911855225375,2047-04-01,1,-44165.185926101316
8327,29,Low,Salaried,Poor,Partner referral,Personal loan,11259.297709452283,3,0.24,E,On time,0,0,High,25,3.7376413723662805,2046-11-06,0,453.3445631124887
8328,31,High,Salaried,Excellent,Partner referral,BNPL,8793.758513019564,6,0.11,A,On time,0,0,Low,25,5.548900801104446,2026-02-07,0,284.27834080032517
8329,26,Medium,Self-employed,Good,Partner referral,Personal loan,138418.7603334786,12,0.15,C,On time,0,0,Low,25,3.577810264977797,2055-08-15,0,11502.564121824253
8330,40,Medium,Salaried,Good,Digital ad,Personal loan,127403.89569374634,6,0.15,C,Late 15-30 days,0,1,Low,8,1.5911907266292928,2052-06-10,0,5631.616727976914
8331,59,Medium,Salaried,Fair,Digital ad,Personal loan,143752.8448874572,6,0.19,D,On time,0,0,Low,8,1.1291379910839934,2026-08-10,0,8070.5751211978495
8332,32,High,Salaried,Good,Digital ad,SME working capital,527259.9824845183,24,0.16999999999999998,C,On time,0,0,Medium,8,1.5707599066140137,2034-12-17,0,98394.27261261479
8333,41,Medium,Salaried,Good,Direct mail,BNPL,14307.696620444998,3,0.13,C,On time,0,0,Low,15,6.427599562523472,2045-10-05,0,311.1134964613866
8334,41,Medium,Business,Fair,Direct mail,Personal loan,57358.13018613999,6,0.19,D,On time,0,0,Low,15,2.1820117431124086,2054-05-14,0,3220.201303432288
8335,42,Low,Business,Good,Digital ad,SME working capital,61962.48537969945,6,0.15,C,On time,0,0,High,8,1.0305583591278817,2046-09-10,0,2738.9191458489295
8336,39,Low,Salaried,Poor,Partner referral,Personal loan,42343.28947629761,6,0.24,E,Late 1-15 days,0,0,Medium,25,3.879156889871807,2043-01-21,0,3012.93142790634
8337,31,High,Salaried,Excellent,Partner referral,Personal loan,199072.35155626517,6,0.13,A,On time,0,0,Low,25,4.868176349860891,2039-08-25,0,7615.931791303708
8338,55,Medium,Business,Poor,Digital ad,BNPL,5937.845027330421,6,0.22,E,On time,0,0,Medium,8,1.2581954511501658,2062-03-13,0,386.7788453688454
8339,47,Medium,Salaried,Good,Partner referral,BNPL,23014.859520670187,6,0.13,C,On time,0,0,Low,25,5.42629863342466,2030-02-14,0,880.4818897531368
8340,51,Medium,Self-employed,Excellent,Direct mail,SME working capital,265684.70703279215,12,0.13,A,Late 1-15 days,0,0,Medium,15,2.0279062760500226,2040-12-25,0,19078.103732527525
8341,30,High,Business,Good,Partner referral,BNPL,25218.176027315923,6,0.13,C,On time,0,0,Low,25,6.60585502454994,2028-12-13,0,964.7743999791201
